,full_text,sentiment,insight
1749,Mate Jewish settlers to Palestine arrived from the sea by boat And to a land that was already inhabited Palestinians saw that Would it be more palatable to you if they suggested moving to a nice condo in Miami instead Perhaps a quaint flat in Paris is more to your liking ,Positive,religionFight
1750,There is a massacre in Palestine fake human europe killer israel usa terroristisrael tererüstabd terroreurope,Negative,conflict
1751,ah parce que Israel ne veulent pas la destruction de la palestine que vous etes naif Israel na rien a envier au hamas en terme de terrorisme et de tres loin ils sont pire,Negative,selfdefend
1752,Sihlulwa yi Palestine This is the second apartheid thats looking better than the ANC government,Positive,conflict
1753,If Palestine had superior planes weaponry and bombs than Israel then they would be considered the victims in all this NOT the terrorists,Positive,conflict
1754,HAPPIEST OF BIRTHDAYS LOVE,Positive,peace
1755,Poor you got brainwash for fake newsboth eyes and ur heart blind for the truth Israel is the bad guy here not Palestine,Negative,conflict
1756,Its amazing to think that Kid Poker uses top tier analytical skills to read opponents deduce game theory optimal play and do it all in a limited information ecosystem under high pressure But when it comes to Israel/Palestine hes a fish suckered by shoddy propaganda,Negative,hypocritical
1757,we stand with palestine 🇵🇸 Allah protect the muslims of palestine ,Positive,religionFight
1758,Dont get me wrong we need to find a solution for peace for both Israel and Palestine but the solution isnt to erase Israel,Positive,peace
1759,So why dont you go to Palestine and negotiate a peace deal instead of virtue signalling on twitter you simpleton,Positive,peace
1760,Lets go Palestine win isrealisISIS IsrealiTerrorist,Positive,conflict
1761,Heureusement pour la Palestine la France nas aucun poids international depuis que le régime Macron est au pouvoir Le subalterne a été convoqué au bureau ,Neutral,conflict
1762,Abe kyr party tuje center me kisliye baithaye ham taki hmare tax k paise se PALESTINE ko de tu Or abhi bhi Swami p mauryastalin jnda h Njjar khtm ho gya inko kuch ni kiya kyu Isliye Hs ka vote liya sare stress ham le tum kuch defend ni kroge,Neutral,selfdefend
1763,Britain promised the Arabs all of Palestine so yes its their fault,Positive,conflict
1764,May Allah give the strength to these kids and people of Palestine to over come the barbaric genocide done by Isreal May people of Palestine have a land they can live peacefully Who ever is responsible for these barbaric act should be punished to the highest order Palestine,Positive,genocide
1765,Free Palestine 🇵🇸,Positive,supportPalestine
1766,اليوتيوبر الكويتي حسنسليمان الشهير بـأبوفلة يشارك متابعيه لحظات اكتشافه أن اليوتيوبر الفلسطينيالصغير عونيالدوس تواصل معه، وينهار بالبكاء الطفل راح ضحية القصفالإسرائيلي قبل أيام الكويت فلسطين أطفالفلسطين يتيوبر مشاهير صحايا kuwait Palestine ماذابعد؟ ,Neutral,conflict
1767,If you really care for Palestine people provide them justice and protection against Zionists,Positive,war
1768,A KASHMIRI GIRL: When i asked them why they killed my father they ashamedly laughed at me A PALESTINE BOY: O Allah take my life so that i can EAT in paradise A SYRAIN GIRL: I will go and tell my lord everything,Neutral,religionFight
1769,Long live Palestine 🇵🇸,Neutral,conflict
1770,One side kills Palestine people one give free medicine what is joking,Positive,supportPalestine
1771,Une entreprise cest gentil Imagine tu as payé ta maison on vient te dégager de chez toi et sans tes meubles bien sûr à tout moment tu peux te prendre une bombe Ton mari ton fils ton père peut être emprisonné gratuitement Une vie vraiment Vive la Palestine 🇵🇸🇵🇸,Negative,conflict
1772,Covid aşı gazza Kudüs palestine genocide fenerbahçe Doğu Türkistan Uygur,Neutral,genocide
1773,They have been fighting in India since the first muslim traders arrived there more than a thousand years ago Its the same shit there and it will never end there or in Palestine until people finally start to acknowledge the root cause ,Negative,peace
1774,Are Palestine white Are Jews white ,Neutral,religionFight
1775,We shake with fear at what we see on solid groundbut they stand firm despite the fear they see on the shaking ground🇵🇸 GazaUnderAttack Hamas Palestine ApartheidIsrael ,Negative,supportPalestine
1776,Hereget an education on palestine and the palestinians from an arab perspective The conclusions and suggestions are a bit too extreme but the arguments seem on point Flawless victory ,Positive,conflict
1777,Ignorance is bliss Hamas presents new charter accepting a Palestine based on 1967 borders ,Positive,selfdefend
1778,The sign syas queer for Palestine not queer for hamas so thats still irrelevant,Neutral,selfdefend
1779,Vous confondez intentionnellement encore Hamas et Palestine Cest malhonnête Bye,Neutral,selfdefend
1780,Id like to point out that our Prophet peace be upon him was directly at war with the Quraysh Saudi is not directly at war with Israel Palestine is Palestine is So the Hadith if I understand correctly would apply if Palestine negotiated peace with Israel which is impossible,Positive,peace
1781,American society is far less pro Israeli than it used to be hardest herEspecially the younger generationincluding the Jewish generation In USCAUSE they have very serious doubts about the Israeli violations &amp they know A LOT Whats going on in Palestine ,Negative,religionFight
1782,Palestine Foreign Minister: How many child and civilian casualties are enough for the Security Council to call for a ceasefire in Gaza ,Positive,peace
1783,We cant understand the conflict in Gaza without understanding the history and politics in Palestine and Israel Were collaborating with Jewish Voice for Peace Austin for a presentation on the history and politics of the region join us on 10/26 @ 7P: ,Positive,peace
1784,The former Israeli Prime Minister (Shimon Peres) had applied for a Palestinian visa in the past He came as a Refugee Peres signed the application which included a statement saying I swear by Almighty God that I will be faithful and loyal to the government of Palestine ,Positive,conflict
1785,Thats Israeli settler Not hamas Fake news Propaganda,Positive,selfdefend
1786,You are the barbaric one since the day you all started occupying Palestine land you have been nothing but killer of innocent children,Positive,sadly
1787,why you guys not show the vdeo and just make a statement only with picture afraid that people will know the truth ,Positive,supportPalestine
1788,Free Palestine 🇵🇸,Positive,supportPalestine
1789,Im sure some do because hamas works with the ideal they will get justice for palestine Living in an area that is continously facing IDF push back even before oct 7 that is the only hope they have I understand that israel is terrified of hamas and hamas is dangerous,Positive,peace
1790,Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
1791,The worlds banking giants warned today Tuesday at the conference of Saudi Arabias investment forum that the war between Israel and Hamas could cause a heavy blow to the global economy Palestine Gaza America Germany France Ukraine China Japan غزه فلسطین,Negative,war
1792,What Without even getting into Egypt/Palestine…literally every country in Europe is battling with immigrants Its not an African American problem its a DNA problem,Negative,supportPalestine
1793,What ever free Palestine 🇵🇸,Positive,supportPalestine
1794,Durin 75 yrs of occupation and terror over Palestine both sides were nasty But Israel is on the quest to eliminate them all/take their lands,Negative,israel_crime
1795,Today is the day 78yrs ago our forefathers took to task ways to make the world a better place Years later we still strive for that one goal With wars in Ukraine Palestine and some parts of Africa Happy birthday ,Positive,supportPalestine
1796,️🇵🇸 FREE PALESTINE,Positive,supportPalestine
1797,Bravo FreePalestine 🇵🇸,Neutral,supportPalestine
1798,Looks like you need to catch up on your basic history lessons because either they did not teach you the history of Palestine or you were asleep during those classes…,Positive,historyTalk
1799,Les arabes sont arrivés après les juifs en Palestine si vous avez un problème de temporalité Ou que le début des temps se situe après 622 apJC Vous nêtes pas plus légitimes que les juifs à occuper ces territoires Dans la nature cest la loi du plus fort,Neutral,conflict
1800,Free Palestine,Positive,supportPalestine
1801,Did he actually utter the word Palestine himself ,Neutral,conflict
1802,You guys are becoming unhinged The world can see through all your lies your hasbara and propaganda Enough is enough Free Palestine 🇵🇸,Negative,supportPalestine
1803,perpetrated by Hamas TERRORISTS The big difference: Israel is a democratic country for the Jewish People who live there Israel held recent fair (at least to Jewish People) elections with very high Jewish Voter Turnout Palestine is NOT democratic Innocent Palestinians,Negative,sadly
1804,Leute die Reproductive justice means free Palestine kauften kauften ebenfalls Es gibt 72 Geschlechter und Girldick,Positive,supportPalestine
1805,I dont see either administration of the already presents countries find a good solution A one state Palestine rn while certainly desirable is suboptimal since it would be under Hamas control,Positive,selfdefend
1806,Dear Palestine supporters while you are *literally* correct in *context* to English speaking countries that word sounds wrong I speak fluent German but saying my struggle in German during an English language conversation also has negative connotations… ,Negative,suffering
1807,Free palestine 🇵🇸,Positive,supportPalestine
1808,You dont need to be a Muslim to stand with Palestine Its not about religion its about humanity FreePalestine 🇵🇸 ,Neutral,peace
1809,Please give internet to Palestine as you did in Ukrania Information must remain public,Positive,conflict
1810,Books you must read to know anything about Palestine: Professor Rashid Khalidi Rashid Khalidi is the Edward Said Professor of Arab Studies in the department of History at Columbia University He received his BA Yale 1970 DPhil Oxford in 1974 ,Neutral,historyTalk
1811,6 employees of the UnitedNations Relief and Works Agency for Palestine Refugees were killed in the Gaza Strip by Israeli shelling last night Around 120 Palestinian civilians were also murdered ,Negative,israel_crime
1812,so why do the israeli jews get to cry ethnic cleansing at the palestinians while theyre actively committing genocide against palestine as a whole,Negative,genocide
1813,Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
1814,Why cant I read these comments when the children of Palestine were murdered Seriously what planet are you from ,Negative,sadly
1815,Free Palestine 🇵🇸,Positive,supportPalestine
1816,عالمی منڈی میں تیل کی قیمتیں 2 فیصد تک کر گئی ہیں۔ برنٹ خام آئل کے مستقبل کے سودوں میں 202 ڈالر یا 22 فیصد کمی BusinessNews 24Oct2023 Petroleum PriceDecrease Palestine Toyota IndusMotor TVNNews TVNUrdu TVNBusiness TheViewsNetwork ,Neutral,conflict
1817,Those who condemned the Israeli terror attacks before and after Oct7 and now express concern over the proportionality of Palestines freedom are worthy of respect Those who didnt condemn what Israel did and have only criticised Palestines freedom are not,Positive,supportPalestine
1818,they were not interested in expanding Israel Hamas conflict Washington also asked Iran to show restraint Developing situation amid diplomatic efforts to reduce tensions in Gaza/Israel conflict Iran Palestine Israel,Negative,war
1819,gaza palestine goodmorning غزةتستغيث فلسطينالان معبررفح القدس ,Neutral,conflict
1820,They are not Israels entire political point for the past 40 years has been to colonize Palestine and get rid of Palestinians a terrorist organization consisting of a 100 or so people attacking does not give Israel a right to flatten civilian cities thats a war crime,Negative,proIsrael
1821,CeasefireNOW Freepalestine GazaUnderAttack ,Neutral,supportPalestine
1822,In unconditional solidarity with Palestine,Positive,supportPalestine
1823,Iran asked Russian Federation &amp China to prevent adoption of UN resolution against Palestine Iranian Foreign Minister Hossein Amir Abdollahian He added that after meeting Russian/Chinese colleagues Iran received requests from US saying Iran Palestine Israel ,Neutral,war
1824,Un aperçu rare de lintérieur du Hamas : Deux femmes israéliennes libérées partagent leur expérience en détention et critiquent le rôle des services de sécurité israéliens ️ Palestine Israël Hamas Sécurité DroitsDeLHomme ,Neutral,selfdefend
1825,There was no Palestine states 2000 years ago ,Negative,conflict
1826,للتاريخ وللذكرى أنظر للجبناء والمجرمين والدواعش جنود الاحتلال كيف تعتقل الأطفال Gaza GazaGenocide GazaUnderAttack Palestine,Neutral,war
1827,Free free Palestine 🇵🇸,Positive,supportPalestine
1828,There is a massacre in Palestine fake human europe killer israel usa terroristisrael tererüstabd terroreurope,Negative,conflict
1829,bringthemhome but their home is gone Palestine will be free 🇵🇸,Positive,supportPalestine
1830,Ok maintenant imagine ça fait des édits sur les attaques en Palestine vous rigolez aussi ,Positive,conflict
1831,If it was land of Palestine could you tell me the name of leader of it currency of it and currency value to USD of that year Pretty please Hamas have no interest in land or justice Their only will is to kill as many jews as possible Other religions after that,Positive,religionFight
1832,Most of these people probably dont even know where Palestine or the Middle East even is Just more scum of the earth,Neutral,wonder
1833,thats not actually inconsistent with not engaging in cancel culture Ie I dont think people should be fired for tweets about Israel Palestine but you can still teach students that cancel culture exists and discretion is a virtue,Positive,supportPalestine
1834,I cant figure this out Do they know theyd be stoned beheaded or tossed off a building in Palestine ,Neutral,conflict
1835,What would you call the palestinians protesting in the us I would call them colonizers too As being part Cherokee can I tell them to get out and go back to palestine Damn hypocrites ,Negative,wonder
1836,ANYWAYS from the river to the sea palestine will be free &lt 3,Positive,supportPalestine
1837,There was no State of Palestine ever Since the Jewish state was invaded the region was called Palestine and was in the hands of one kingdom after another from the Romans to the British,Negative,religionFight
1838,Une vidéo de libération de deux otages est dangereuse Gazabombing partage liberte Gaza Palestine ,Neutral,conflict
1839,FUCKING THANK YOU ive seen so many people who are pro israel argue that the left supporting palestine is indirectly supporting homophobia / transphobia but ive had no idea how to articulate my counter argument into words until now,Negative,wonder
1840,happy birthday to my favorite person ever i love lino so much it hurts sometimes :p but hes my ult bias and he deserves the world happy birthday snookums ,Positive,peace
1841,ISREAEL AND PALESTINE WARS ROOT CAUSE LAND &amp SOVEREIGNTY Arabs and Jews living in the Holy Land were ruled by the Ottoman Empire until the end of World War I After WWII the United Nations agreed a partition plan in 1947 This was never implemented So heres what happened ,Negative,peace
1842,Sempat lagi nak buat comparison tu Orang tgh busy pasal issues palestine lah Buat malu je kau ni Politik letak tepi dulu lah baruah,Neutral,conflict
1843,Ça semble plus toffusqué que les décés en CHSLD petit minable La Palestine Hamas eux ils ont couru après,Neutral,selfdefend
1844,Why the hell would you be so bothered about Gaza Oh yeahyou have to be a full on Palestine loving antisemitic as its part of being a Marxist Keep striking and running up those waiting lists,Negative,suffering
1845,Hollywood actor Jason Statham challenges the police and installs the Palestinian flag on হিস StandUpForPalestine Palestine GazaGenocide,Positive,war
1846,2 According to some companies especially those without operations in the Middle East have chosen not to speak The COO of for example said it was guided by a major principle: What problem are we trying to solve Palestine business marketing,Negative,wonder
1847,If we pretend that there is no history of Palestine being a country how does that help the case that Israel isnt an apartheid state ,Neutral,supportPalestine
1848,Cest le cas les gens en ont rien a foutre de la Palestine ils en profite juste pour craché leurs haine de Israël et des juifs,Neutral,conflict
1849,Lmao my dad told me that about work Dont speak out dont be the problem and I cannot stand it If I have to stay quiet then I just dont engage or participate at all,Positive,supportPalestine
1850,Whole world stand with Palestine 🇵🇸,Neutral,supportPalestine
1851,a childs eyes wide with fear haunted not just by his mothers appearance but by the looming specter of the world Palestine 🇵🇸 ,Negative,supportPalestine
1852,Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
1853,Comment vous pouvez vous voiler la face madame vous ne voyez donc pas le massacre en Palestine Ou cest pas grave pour vous puisque ce ne sont que des musulmans,Negative,conflict
1854,and when the chant from the river to the sea what do you think is the meaning of it so let me explain: The phrase From the river to the sea Palestine will be free is a call for a single independent Palestinian state that would encompass the entire region between the Jordan…,Positive,supportPalestine
1855,Free free Palestine 🇵🇸,Positive,supportPalestine
1856,Ya Allah kau bantulah saudara kami di Palestine ya Allah,Neutral,religionFight
1857,Who only Palestine Why not indigenous Australians or Native Americans ,Neutral,wonder
1858,⭕️ هذا هو طريق ردع الصهاينة الحل الوحيد للجم المحتل ومخططاته هو خيار الاشتباك والجهاد لا أمان للمستوطنين بعد اليوم فما الذي يمنعكم؟ طوفانالأقصى عالمستوطنات فلسطينالان IsraelTerorrist Gaza Israel غزةتُباد Palestine غزةتستغيث اعصارتيج Gazabombing ,Neutral,conflict
1859,tbh i dont really know im having a religious crisis due to what is happening in israel and palestine and being a Christian in practice and seeing israel do that is really making me confused on what i want to believe in,Negative,religionFight
1860,semoga nnti penduduk negara haram dan nateberok serta penyokong2 negara haram ini rasa apa yg orang Palestine rasa sama ada di dunia maupun akhirat aamiiin,Neutral,conflict
1861,Israel has been bombing Palestine before hamas even existed Do you think bombing them is a recent thing ,Neutral,war
1862,Minho I love you Happy birthday Thank you for being here and making me who I am today Thank you for making me go through rough situation while making me smile Thank you for comforting me leeknow Youre the light of my heart Peace to my soul HappyLeeKnowDay,Positive,peace
1863,FreePalestine Palestine AMPP60 ResistanceEconomique Paix entre les peuples du monde ,Neutral,supportPalestine
1864,Simple steps for multiple different countries including each of these to contact their gov leaders easily and quickly It really only takes a few mins to tell them all we demand the end of supporting Israels genocide ,Positive,peace
1865,Its all a bit daft He didnt even say the word Palestine He just said free free… The people then chanted Palestine not him,Positive,supportPalestine
1866,Palestine are Semitic They are not FAKE Semitic ,Positive,conflict
1867,Read the article or better still Three men have been arrested for race hate offences following reports of a Union Jack flag being set alight in Twickenham amid chants of Free Palestine,Negative,supportPalestine
1868,Well I praised JD Binegas and Ate Aizz Arcilla they prayed for Palestine lets end of Israeli occupational in Gaza and West Bank FreePalestine,Positive,peace
1869,Hamas are just Palestinians resisting those who occupy their land and practice terrorism against the sons and women of the people of Palestine Hamas is not a terrorist because it has the right Israel is a terrorist state because it is an occupying state ,Positive,proIsrael
1870,Thats absolutely insane that theyre doing this and its not even just Instagram on tiktok apparently even the mention of Palestine is getting peoples entire account shadow banned Its so scary how theyre trying to control everything,Negative,wonder
1871,to bring resolution to censure accusing her of antisemitic activity Must remove the squad as a whole like &amp they hate God chosen people (Jews) but love Palestine/Hamas way of life send them to Iran where they really belong CC: ,Positive,peace
1872,It is curious that you are worried about the genocide towards Palestine today but that you do not have any rt nor are you really interested in the topic beyond wanting to generate a stan war just like your fandom using a genocide so that your fav gets more listeners,Positive,genocide
1873,I feel like dua postponed the release of her song due to the latest things that are happening in Palestine :/,Negative,conflict
1874,You are wrong the one who started the war is Israel when they occupied Palestine some 75 years ago And now they are playing the victim role,Negative,war
1875,What a beautiful proposal ️ Khun&amp Jane️ สืบลับหมอระบาดตอนจบ ,Positive,wonder
1876,Long live Palestine 🇵🇸 Bitchie Torres ,Neutral,conflict
1877,and thats on Free Palestine,Positive,supportPalestine
1878,Netherlands Sri Lanka ke against konsa experience milega,Neutral,war
1879,We stand with Palestine,Neutral,supportPalestine
1880,War If it is for Palestine that is NOT war IT IS GENOCIDE Amsorry,Negative,genocide
1881,Send this man to Palestine,Neutral,conflict
1882,I just signed this important petition on Organise please can you add your name Support the London Tube Drivers Right to Express Solidarity with Palestine ,Positive,supportPalestine
1883,Palestine issue isnt for aesthetic purposes,Neutral,conflict
1884,Simple steps for multiple different countries including each of these to contact their gov leaders easily and quickly It really only takes a few mins to tell them all we demand the end of supporting Israels genocide ,Positive,peace
1885,Iran has been helping Palestine for 44 years if it wasnt for Iran the resistance front could not survive,Positive,supportPalestine
1886,What does this mean,Neutral,wonder
1887,My email regarding the Israel Palestine conflict and s response Its sad Our representatives have shit for brains apparently ,Negative,sadly
1888,BREAKING: Released Israeli captive said Al Qassam treated her very well: The released captive underlined that the Al Qassam members affirmed that its not their doctrine to harm any Israeli captive Israelunderattack Gaza Israel Palestine Hamas,Negative,selfdefend
1889,Tu parle des israéliens Y a 2000 ans cétait encore eux et jusquau VII ap jc Quant ils ont été chassé par les arabes omeyades qui eux même on été chassé par les abassydes puis par les ottomans Donc question légitimité Sachant que la Palestine nas jamais été un pays,Neutral,conflict
1890,Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
1891,Coba kasih paham apa hubungannya air mineral dgn Free Palestine ,Positive,supportPalestine
1892,How is the map the same There was never a Palestinian state until a few decades ago Palestine was a regional name given by the Romans after they expelled and massacred the Jews It was never a country ever in history,Negative,religionFight
1893,Stop this war ,Negative,peace
1894,Ne parle pas des banlieues fdp parce que le jour où les mecs de banlieue viendront libérer la Palestine tu vas parler le népalais,Neutral,conflict
1895,After Zionist left Palestine,Neutral,against_israel
1896,Dying for palestine to get justice whatever it takes 🇵🇸,Positive,conflict
1897,I tried to gather my thoughts to write about the left and the way forward on Gaza Israel and Palestine ,Neutral,conflict
1898,地上からすべての戦闘が無くなりますように全ての暴力に反対します We pray for peace in Palestine 🇵🇸 We pray for peace in Ukraine 🇺🇦 パレスチナのために祈ります ️ ウクライナのために祈ります ️,Positive,peace
1899,These Zionists are trying to change their fate but they are well aware that one day Palestine WILL be free God promised us that,Positive,supportPalestine
1900,They are commuting a genocide ,Neutral,genocide
1901,Masha Allah Palestine Alhqmdulillah for Islamic manner treating their hostages in a good manner and humanely,Positive,religionFight
1902,Im obsessed with tomato juice I respect you,Positive,supportPalestine
1903,Did you read what i just typed You didnt read the definition of ethnically cleansing Ethnically cleansing doesnt apply on the aggressor there is no symmetry here isra*l colonised palestine and there is a resistance Look what they did then read what you typed again,Negative,israel_crime
1904,We also dont hear about white phosphorous being used on civilians 40% of innocent deaths in Palestine are children and so on The IDF have ads on YT Twitter and even words with friends Its sick,Positive,sadly
1905,New Hank Unplugged host interviews – Palestine: A Palestinian Christian Perspective &gt Palestine Israel Christianity ,Neutral,religionFight
1906,Free ponies for everyone means free Palestine,Positive,supportPalestine
1907,Daily clicks Just spare a little of your time and do one click and you can help palestine ,Positive,supportPalestine
1908,Mais qui a colonisé la Palestine oqp par les philistins Ceux qui ne veulent pas de deux États depuis 48 ce sont les palestiniens un bout de territoire qui na rien à besoin de tout qui ne pourrait survivre sans laide internationale,Negative,conflict
1909,walaun sebab taksub ckp pasal palestine pun tak puas hati hitam nya hati sama mcm hadi awang dah mcm setan ,Neutral,conflict
1910,No mention of the actual hostages from Palestine 2 million of them,Negative,conflict
1911,Palestine is not HAMAS You think its wrong for 1 group to stand for another Does unity scare you ,Negative,supportPalestine
1912,I stand with palestine 🇵🇸,Neutral,supportPalestine
1913,Bordeaux : la préfecture de la Gironde interdit un nouveau rassemblement de soutien à la Palestine ,Neutral,conflict
1914,because of Arabs monarchies never buyed it into the liberation from slave cast of Jews people through their faith Exactly End Arabs terrorism liberate Palestine and Jews at once,Negative,peace
1915,People need to be extremely racist to cover Israel Palestine continuously in such a biased way especially when theyre on the ground Im just baffled at the endless supply of racists that has,Negative,wonder
1916,Bhot sai Hua is Is4ael ky sat inshaAllah palestine he jheety ga 🇵🇸 🇵🇰,Neutral,conflict
1917,There is nothing contradictory in denouncing Hamas terrorism and the Israels gov genocide of Palestine Razing the place is not something ethical democracies do ,Negative,genocide
1918,🇮🇱 Man steps on the Quran while waiving an ISRAELI flag 🇵🇸 This is legal in France but protesting for Palestine is OUTLAWED ,Negative,conflict
1919,In Sydney Australia thousands of people protested to express solidarity with Palestine to stop the bombing of Gaza and demand the freedom of Palestine GazaGenocide Gazabombing غزةتستغيث CeasefireNOW Gaza ,Positive,peace
1920,20231023【イスラエル】この紛争を歴史の視点で振り返る 【及川幸久−BREAKING−】より Israel Palestine ※多言語字幕あり ,Neutral,conflict
1921,Free PALESTINE🇵🇸 ,Positive,supportPalestine
1922,dont you DARE use your mental illness as an excuse for not being educated on the palestine genocide when eyad al hallaq got MURDERED in spite of his simply for being palestinian ,Negative,genocide
1923,I totally agree There are allot of baby adults rooting for palestine but that isnt an excuse to kill literal babys Its messed up how humans get happy when they end someone elses life It goes for both of the groups,Negative,peace
1924,You are also a main reason for the decease of innocent civilians in Palestine Israel Ukraine and Russia Curse will follow you and your family,Negative,sadly
1925,More comments about Palestine than likes it sums it up Israel is a terrorist state Israel is the new nazis of this world,Negative,proIsrael
1926,When Youre Trans But Support Palestine ,Positive,supportPalestine
1927,The history of this conflict started in 1948 when Israeli occupied Palestine,Negative,war
1928,No He just worried about palestine,Negative,conflict
1929,پاکستان میں فلسطین کے سفیر احمدجوادربیع کا جی ایچ کیو کا دورہ ABNNews Palestine NewsUpdates ,Neutral,conflict
1930,israel is about to kill released hostages before they can talk to the cameras again,Negative,israel_crime
1931,Whatever the truth may be it remains to be seen what will make the community of East Palestine whole again after the cleanup is over East Palestine Is Still There by ,Positive,wonder
1932,Palestine was still being illegally occupied and Palestinians were being treated horribly since fucking 1948 There has never been peace in Palestine israel has never left them alone,Negative,peace
1933,MUST READ: As always Palestine operates under entirely unique moral parameters compared to every other worldwide atrocity Article by from ,Neutral,conflict
1934,Ever peace deal has been scuttled by the Palestinian Every two state solution has been rejected by Palestine They chant from the river to the sea and then feign ignorance to the world that this means everything but the elimination of Israel,Neutral,peace
1935,Israel Palestine : Dans le temps présent de violence de haine qui règnent dans la zone on ne peut pas effectivement faire naître comme ça deux États souverains a t il expliqué sur RFI ,Negative,war
1936,Video: Bay Ridge anti genocide demo 10 21 23 Thousands march in Palestinian/Italian neighborhood of Bay Ridge Brooklyn The only peace Israelis want is another piece of Palestine…You have the right not to remain silent ,Positive,peace
1937,Where yall at white folks I cant fking hear you Busy complaining about Qatar this Qatar that There is a genocide happening to Palestinians in front of your eyeballs SPEAK TF UP Free Palestine ,Positive,genocide
1938,CeasefireNOW Freepalestine GazaUnderAttack,Neutral,supportPalestine
1939,This guy is Jewish listen to his accent,Neutral,religionFight
1940,Palestine isnt a real place Palestinians are spiteful Arabs The philistines have been gone a LONG time,Negative,conflict
1941,From the river to the sea Palestine will be free️🇵🇸,Neutral,conflict
1942,Dont these queers &amp supporters know that they would have their throats s l I t &amp cut right off The Muslims I Palestine dont support you back in fact they wanted to eliminate jewsChristians &amp queers Ki ers Better do better research ,Positive,supportPalestine
1943,She &amp her label are seriously depressing cause why tf is latto on the cover of rolling stone Theres literally nothing shes accomplishing,Negative,wonder
1944,Cest ça lhumanité Gazabombing Gaza GenocideinGaza Palestine CeasefireNOW GazaGenocide ,Neutral,conflict
1945,Palestine Zindabad,Neutral,conflict
1946,There is a massacre in Palestine fake human europe killer israel usa terroristisrael tererüstabd terroreurope,Negative,conflict
1947,free palestine is a hell of a lot different than what the college students were chanting,Negative,supportPalestine
1948,Another evil person it was their land for 1600 years before Palestine,Negative,against_israel
1949,Why could Israel have that right but Palestine couldnt ,Neutral,wonder
1950,No there were 500000 jews in palestine in 1938 Palestnians also massacred us in 1886 1908 1920 1929 But i guess its justfied,Negative,religionFight
1951,Those who support palestine should be sent there They dont deserve to live in other good countriesthey need to shut up Israel was NOT the aggressor They did NOT kill their people hamas is totally amoral and demonic They are sub human programmed by hate Jews need to die,Negative,religionFight
1952,Bassem GazaGenocide غزةتستغيث Palestine,Neutral,conflict
1953,Ilan Pappe describes the struggle within Israel between Israel (48) and Judea (67) that recently played out in Israel in which any mention of Palestine or the occupation was expunged as a struggle between two forms of apartheid (secular v Messianic),Negative,suffering
1954,So Palestine was bombing animals ,Neutral,war
1955,Egyptian volunteers handle humanitarian aid bound for Palestinians in the Gaza Strip at the Rafah border crossing Egypt 24 October 2023 EPA / Khaled Elfiqi Rafahborder aid Palestine ,Neutral,conflict
1956,Free for Palestine I stand with Palestine 🇵🇸🇵🇸🇵🇸 ,Positive,supportPalestine
1957,Damn she was bombed by Palestine ,Negative,war
1958,Peace WarCrimes Palestine ArmiesToAqsa Ghazagenocide ,Positive,peace
1959,Free Palestine 🇵🇸,Positive,supportPalestine
1960,If the Israels pr are paying influencers $5000 to not speak up on the genocide Imagine how much they paid the celebrities Precisely Palestine genocide,Neutral,genocide
1961,Israel a terrorist state Palestine GazaGenocide,Negative,proIsrael
1962,Not seeing any of the practices from those 2020/2022 anti racist classes sticking when it comes to palestine,Negative,wonder
1963,Cant lie thought this was satire because of how unbelievably stupid this was but I guess not Dumb as nuts thats the only words I can use lol,Positive,israel_lies
1964,I am not a Zionist It is due to your propaganda that you continually spew about Hamas which controls what comes out of Palestine You have been played Dr who thinks she is better than anyone else Sounds like you have a god complex,Positive,against_israel
1965,Palestine Gazza Gaza GazaBombing Gazagenocide FreeGazza FreePalaestine,Neutral,conflict
1966,Yeah but Different things for that One group wants to end Israel Another group thinks Palestine is too small &amp weak to be a state Another group interest is the two state solutions means some properties they feel entitled to are gone forever Complex question,Positive,peace
1967,Really if abused was permitted in Islam u are so much inhuman people of Palestine murdered and occupied u are so much double standard,Negative,religionFight
1968,Yes I know people here in Cali I know what Hamas does Palestine Sucks,Positive,selfdefend
1969,Today I saw someone wear a ‘Free Palestine button on her jacket Great I thought I might get a Free the hostages button or a Terror free Israel button And then I stopped and thought what I think most Jews think Wait is that safe Would I be attacked Thats what…,Positive,religionFight
1970,Free Palestine from Israhell yall 🇵🇸️,Positive,supportPalestine
1971,We want Free Palestine FreePalestine ,Positive,supportPalestine
1972,this evil it creates a cognitive dissonance that the Free Palestine leftist crowd does not know how to deal with So reflexively they still hate on Israel in a I dont condone Hamas and terrorist acts BUT way and even look for ways they can paint Israel as being still the,Negative,proIsrael
1973,ফিলিস্তিন কি কোন দেশ: Gaza Palestine Israel Jerusalem westbank BaitulMoqaddas GazaStrip Hamas TelAviv AlAqsa PalestineWar israelwar HistoryPalestine IsraelHistory PalestineIsraelWar ,Neutral,selfdefend
1974,Did either of you have the spine or integrity to discuss the decades long apartheid system and illegal and brutal military occupation of Palestine Did either of you have the courage to discuss the colonization of Palestinians and the complete disregard for Palestinian lives ,Negative,israel_crime
1975,s/o to the many Indigenous pueblos within Mexicos borders who are standing in solidarity with Palestine,Positive,supportPalestine
